@relation rationale
@attribute sentence string
@attribute classification string
@data
" I_PRP removed_VBD accountsservice_NN and_CC everything_NN works_VBZ fine_RB except_IN that_IN a_DT handful_NN of_IN packets_NNS depend_VBP on_IN it_PRP (_-LRB- Ubuntu_NNP 10.04_CD )_-RRB- \n_ *_NFP The_DT following_VBG packages_NNS will_MD be_VB REMOVED_VBN :_: \n_ *_NFP  _ accountsservice_NN gdm_NN gnome_JJ -_HYPH control_NN -_HYPH center_NN indicator_NN -_HYPH datetime_NN indicator_NN -_HYPH power_NN language_NN -_HYPH selector_NN -_HYPH common_JJ \n_ *_NFP language_NN -_HYPH selector_NN -_HYPH gnome_JJ ubuntu_NN -_HYPH desktop_NN ubuntu_NN -_HYPH standard_NN \n_ I_PRP really_RB do_VBP n't_RB see_VB why_WRB all_PDT these_DT dependencies_NNS exist_VBP ._.",'relevant'
" Is_VBZ n't_RB there_RB supposed_VBN to_TO be_VB an_DT alternative_NN ?_.",'relevant'
' any_DT updates_NNS on_IN this_DT ?_.','irrelevant'
' On_IN Fri_NNP ,_, Jan_NNP 04_CD ,_, 2013_CD at_IN 04:20:15PM_CD -0000_: ,_, Rstrode_NNP wrote_VBD :_: \n\n__SP >_XX any_DT updates_NNS on_IN this_DT ?_.','irrelevant'
' Errr_NNS ..._.','irrelevant'
' I_PRP am_VBP not_RB working_VBG on_IN this_DT ._.','irrelevant'
' I_PRP just_RB reported_VBD it_PRP ._.','irrelevant'
' I_PRP managed_VBD a_DT work_NN around_IN so_RB the_DT problem_NN went_VBD away_RB for_IN me_PRP ._.','irrelevant'
' Regards_NNS ,_, \n_ pdg_NN','irrelevant'
' Created_VBN attachment_NN 74177_CD \n_ patch_NN \n_ initial_JJ patch_NN ,_, against_IN latest_JJS release_NN ._.','relevant'
' still_RB need_VBP to_TO work_VB quirk_NN against_IN entry_generator_wtmp_NN ._.','relevant'
' It_PRP calls_VBZ getpwnam_NN for_IN every_DT entry_NN (_-LRB- even_RB if_IN it_PRP is_VBZ a_DT duplicate_JJ entry_NN )_-RRB- ._.','relevant'
' any_DT chance_NN you_PRP could_MD update_VB this_DT again_RB for_IN git_NN master_NN ?_.','irrelevant'
' This_DT bug_NN is_VBZ missing_VBG log_NN files_NNS that_WDT will_MD aid_VB in_IN diagnosing_VBG the_DT problem_NN ._.','irrelevant'
" From_IN a_DT terminal_JJ window_NN please_UH run_VB :_: \n_ apport_NN -_HYPH collect_JJ 1160543_CD \n_ and_CC then_RB change_VB the_DT status_NN of_IN the_DT bug_NN to_IN '_'' Confirmed_VBN '_'' ._.",'relevant'
" If_IN ,_, due_IN to_IN the_DT nature_NN of_IN the_DT issue_NN you_PRP have_VBP encountered_VBN ,_, you_PRP are_VBP unable_JJ to_TO run_VB this_DT command_NN ,_, please_UH add_VB a_DT comment_NN stating_VBG that_IN fact_NN and_CC change_VB the_DT bug_NN status_NN to_IN '_'' Confirmed_VBN '_'' ._.",'relevant'
' This_DT change_NN has_VBZ been_VBN made_VBN by_IN an_DT automated_VBN script_NN ,_, maintained_VBN by_IN the_DT Ubuntu_NNP Kernel_NNP Team_NNP ._.','irrelevant'
' Can_MD you_PRP reproduce_VB the_DT crash_NN ,_, or_CC was_VBD it_PRP a_DT one_CD time_NN event_NN ?_.','irrelevant'
' If_IN there_EX is_VBZ a_DT somewhat_RB reliable_JJ reproducer_NN ,_, we_PRP could_MD try_VB some_DT patches_NNS ._.','irrelevant'
' I_PRP think_VBP this_DT might_MD be_VB the_DT same_JJ issue_NN that_WDT is_VBZ currently_RB in_IN the_DT progress_NN of_IN getting_VBG patches_NNS pushed_VBN upstream_RB [_-LRB- 1_CD ]_-RRB- :_: \n_ *_NFP [_-LRB- PATCH_NNP 1/2_CD ]_-RRB- x86_NN :_: mm_NN :_: Fix_VB vmalloc_fault_NN oops_NNS during_IN lazy_JJ MMU_NNP updates_NNS ._.','relevant'
' *_NFP [_-LRB- PATCH_VB 2/2_CD ]_-RRB- mm_NN /_SYM x86_NN :_: Patch_VB out_RP arch_flush_lazy_mmu_mode_NNP (_-LRB- )_-RRB- when_WRB running_VBG on_IN bare_JJ metal_NN \n_ [_-LRB- 1_CD ]_-RRB- http://www.spinics.net/lists/stable/msg02839.html_NN','relevant'
' apport_NN information_NN','irrelevant'
' apport_NN information_NN','irrelevant'
' apport_NN information_NN','irrelevant'
' apport_NN information_NN','irrelevant'
' apport_NN information_NN','irrelevant'
' apport_NN information_NN','irrelevant'
" Unrelated_JJ to_IN this_DT bug_NN ,_, but_CC likely_JJ something_NN Brad_NNP 's_POS bot_NN should_MD be_VB aware_JJ of_IN ._.",'irrelevant'
" I_PRP did_VBD :_: \n_ $_'' apport_NN -_HYPH collect_JJ 1160543_CD \n_ You_PRP need_VBP to_TO run_VB '_`` sudo_JJ apt_JJ -_HYPH get_VB install_NN python_NN -_HYPH apport_NN '_'' for_IN apport_NN -_HYPH collect_VB to_TO work_VB ._.",'relevant'
' $_$ sudo_JJ apt_JJ -_HYPH get_VB install_NN python_NN -_HYPH apport_NN -y_HYPH \n_ $_HYPH apport_NN -_HYPH collect_JJ 1160543_CD \n_ ERROR_NN :_: The_DT launchpadlib_JJ Python_NNP module_NN is_VBZ not_RB installed_VBN ._.','relevant'
' This_DT functionality_NN is_VBZ not_RB available_JJ ._.','relevant'
' $_$ sudo_JJ apt_JJ -_HYPH get_VB install_NN python_NN -_HYPH launchpadlib_NN -y_HYPH \n_ $_HYPH apport_NN -_HYPH collect_JJ 1160543_CD \n_ *_NFP this_DT *_NFP time_NN it_PRP worked_VBD (_-LRB- surprisingly_RB ,_, 2_CD factor_NN Oauth_NNP even_RB worked_VBD through_IN w3_DT m_NN !_. )_-RRB-','relevant'
' This_DT change_NN was_VBD made_VBN by_IN a_DT bot_NN ._.','irrelevant'
' Tested_VBN with_IN 3.14-rc6_CD ,_, crash_NN occurred_VBD in_IN about_RB 1_CD hour_NN ._.','relevant'
' This_DT issue_NN appears_VBZ to_TO be_VB an_DT upstream_JJ bug_NN ,_, since_IN you_PRP tested_VBD the_DT latest_JJS upstream_JJ kernel_NN ._.','irrelevant'
' Would_MD it_PRP be_VB possible_JJ for_IN you_PRP to_TO open_VB an_DT upstream_JJ bug_NN report[0_NN ]_-RRB- ?_.','irrelevant'
' That_DT will_MD allow_VB the_DT upstream_JJ Developers_NNP to_TO examine_VB the_DT issue_NN ,_, and_CC may_MD provide_VB a_DT quicker_JJR resolution_NN to_IN the_DT bug_NN ._.','irrelevant'
' Please_UH follow_VB the_DT instructions_NNS on_IN the_DT wiki_NN page[0_NN ]_-RRB- ._.','irrelevant'
' The_DT first_JJ step_NN is_VBZ to_TO email_VB the_DT appropriate_JJ mailing_NN list_NN ._.','irrelevant'
' If_IN no_DT response_NN is_VBZ received_VBN ,_, then_RB a_DT bug_NN may_MD be_VB opened_VBN on_IN bugzilla.kernel.org_NNP ._.','irrelevant'
" Once_IN this_DT bug_NN is_VBZ reported_VBN upstream_RB ,_, please_UH add_VB the_DT tag_NN :_: '_`` kernel_NN -_HYPH bug_NN -_HYPH reported_VBN -_HYPH upstream_NN '_'' ._.",'irrelevant'
' [_-LRB- 0_LS ]_-RRB- https://wiki.ubuntu.com/Bugs/Upstream/kernel_NN','irrelevant'
' Submited_VBN upstream_RB bug_NN https://bugzilla.kernel.org/show_bug.cgi?id=72471_NN','irrelevant'
' Is_VBZ this_DT issue_NN resolved_VBN ?_.','irrelevant'
' i_PRP am_VBP also_RB facing_VBG crash_NN in_IN skb_push_NN function_NN while_IN adding_VBG mac_NN header_NN in_IN data_NNS ...._NFP can_MD anyone_NN help_VB for_IN this_DT please_UH ...._NFP :(_NFP','relevant'
' This_DT bug_NN has_VBZ been_VBN reported_VBN on_IN the_DT Ubuntu_NNP ISO_NNP testing_NN tracker_NN ._.','irrelevant'
' A_DT list_NN of_IN all_DT reports_NNS related_VBN to_IN this_DT bug_NN can_MD be_VB found_VBN here_RB :_: \n_ http://iso.qa.ubuntu.com/qatracker/reports/bugs/1297851_NN','relevant'
' I_PRP can_MD also_RB confirm_VB this_DT with_IN Kubuntu_NNP +_CC Virtual_NNP Box_NNP ,_, even_RB after_IN the_DT ISO_NN is_VBZ ejected_VBN from_IN Virtual_NNP Box_NNP ,_, the_DT machine_NN does_VBZ not_RB reboot_VB ._.','relevant'
' This_DT seems_VBZ to_TO be_VB resolved_VBN with_IN the_DT newer_JJR iso_JJ image_NN 20140326_CD but_CC will_MD keep_VB the_DT bug_NN open_JJ and_CC my_PRP$ eyes_NNS open_JJ for_IN it_PRP cropping_VBG up_RP again_RB ._.','relevant'
' Setting_VBG importance_NN to_IN high_JJ because_IN it_PRP affects_VBZ not_RB only_RB uefi_NN but_CC all_DT kind_NN of_IN system_NN ._.','relevant'
' In_IN VMs_NNS it_PRP sometimes_RB reboots_VBZ correctly_RB but_CC rarely_RB ._.','relevant'
' When_WRB this_DT fixed_VBN in_IN 14.04_CD Trusty_NNP Tahr_NNP for_IN 14.04.1_CD (_-LRB- 24_CD July_NNP )_-RRB- ?_.','irrelevant'
' Happened_VBN to_IN me_PRP with_IN an_DT old_JJ PC_NN previously_RB with_IN win_NN xp_CD ,_, installed_VBN lubuntu_NN from_IN DVD_NN ,_, rebooted_VBD ,_, asked_VBD to_TO press_VB enter_VB ,_, did_VBD so_RB ,_, did_VBD not_RB reeboot_VB ._.','relevant'
" Please_UH do_VB n't_RB assign_VB bugs_NNS to_IN yourself_PRP unless_IN you_PRP are_VBP a_DT developer_NN who_WP is_VBZ going_VBG to_TO fix_VB it_PRP ._.",'irrelevant'
' Actual_JJ for_IN Xenial_JJ','relevant'
' I_PRP found_VBD this_DT bug_NN in_IN 16.04.01_CD when_WRB installing_VBG in_IN Virtual_NNP Box_NNP too_RB ._.','relevant'
' Marking_VBG invalid_JJ as_RB far_RB as_IN webbrowser_NN -_HYPH app_NN is_VBZ concerned_VBN ,_, as_IN the_DT issue_NN has_VBZ been_VBN determined_VBN to_TO be_VB in_IN oxide_NN ._.','relevant'
' Please_UH re_NN -_HYPH open_JJ if_IN webbrowser_NN -_HYPH app_NN still_RB fails_VBZ to_TO start_VB in_IN unity8_NN on_IN desktop_NN after_IN the_DT issue_NN has_VBZ been_VBN addressed_VBN in_IN oxide_NN ._.','relevant'
' updated_VBN to_IN the_DT 516_CD branch_NN in_IN ppa_NN :_: ubuntu_NN -_HYPH security_NN -_HYPH proposed_VBN /_SYM ppa_NN \n_ the_DT application_NN still_RB fails_VBZ to_TO come_VB up_RP ,_, crashes_VBZ immediately_RB after_IN being_VBG started_VBN ,_, crash_NN dump_NN attached_VBN','relevant'
' Could_MD somebody_NN please_UH run_VB this_DT in_IN gdb_NN with_IN oxideqt_NN -_HYPH dbg_NN installed_VBN ,_, and_CC copy_VBP /_SYM paste_VBP the_DT stack_NN trace_NN when_WRB it_PRP crashes_VBZ in_RP to_IN this_DT report_NN ?_.','irrelevant'
" That_DT 's_VBZ probably_RB going_VBG to_TO be_VB quicker_JJR than_IN me_PRP trying_VBG to_TO get_VB a_DT usable_JJ Unity_NNP 8_CD session_NN that_WDT I_PRP can_MD debug_VB this_DT in_IN",'irrelevant'
" Ok_UH ,_, I_PRP 've_VB tried_VBN to_TO do_VB this_DT locally_RB ._.",'irrelevant'
" I_PRP 've_VB tried_VBN running_VBG webbrowser_NN -_HYPH app_NN in_IN gdb_NN from_IN a_DT terminal_NN within_IN unity8_NN ,_, but_CC when_WRB it_PRP crashes_VBZ I_PRP can_MD no_RB longer_RBR input_VB anything_NN in_IN to_IN the_DT terminal_NN (_-LRB- and_CC I_PRP can_MD only_RB switch_VB between_IN apps_NNS occasionally_RB as_RB well_RB )_-RRB- ._.",'relevant'
" I_PRP 've_VB tried_VBN running_VBG tmux_NN from_IN within_IN unity8_NN and_CC then_RB opening_VBG the_DT tmux_JJ session_NN on_IN a_DT tty_NN to_TO run_VB webbrowser_NN -_HYPH app_NN in_IN gdb_NNS from_IN there_RB ,_, but_CC my_PRP$ machine_NN instantly_RB freezes_VBZ when_WRB I_PRP do_VBP that_DT ,_, requiring_VBG a_DT reboot_NN ._.",'relevant'
" Status_NNP changed_VBD to_IN '_`` Confirmed_VBN '_'' because_IN the_DT bug_NN affects_VBZ multiple_JJ users_NNS ._.",'relevant'
" I_PRP think_VBP the_DT reason_NN this_DT does_VBZ n't_RB work_VB is_VBZ that_IN the_DT Mir_NNP EGL_NNP backend_NN does_VBZ n't_RB support_VB pbuffer_VB surfaces_NNS ,_, and_CC Chromium_NN relies_VBZ on_IN this_DT (_-LRB- although_IN it_PRP does_VBZ n't_RB actually_RB draw_VB to_IN them_PRP -_: it_PRP creates_VBZ a_DT 1x1_CD pbuffer_NN surface_NN in_IN order_NN to_TO bind_VB the_DT context_NN )_-RRB-",'relevant'
' The_DT remaining_JJ Oxide_NNP bug_NN is_VBZ fixed_VBN here_RB :_: http://bazaar.launchpad.net/~oxide-developers/oxide/oxide.trunk/revision/599_ADD','relevant'
' Can_MD we_PRP use_VB GL_OES_surfaceless_context_NN ?_.','relevant'
' Ok_UH ,_, going_VBG to_TO try_VB and_CC work_VB around_IN this_DT in_IN oxide_NN','relevant'
' Oxide_NNP now_RB works_VBZ in_IN Unity_NNP 8_CD desktop_NN with_IN these_DT changes_NNS :_: \n_ http://bazaar.launchpad.net/~oxide-developers/oxide/oxide.trunk/revision/599_NNP \n_ http://bazaar.launchpad.net/~oxide-developers/oxide/oxide.trunk/revision/600_NN \n_ http://bazaar.launchpad.net/~oxide-developers/oxide/oxide.trunk/revision/601_NNP \n_ http://bazaar.launchpad.net/~oxide-developers/oxide/oxide.trunk/revision/602_NNS \n_ http://bazaar.launchpad.net/~oxide-developers/oxide/oxide.trunk/revision/603_RB','relevant'
' Backed_VBN out_RP because_IN of_IN a_DT regression_NN in_IN Unity_NNP 7_CD (_-LRB- bug_NN 1327319_CD )_-RRB-','irrelevant'
' If_IN everything_NN goes_VBZ according_VBG to_IN plan_NN ,_, oxide_NN 1.1_CD will_MD be_VB released_VBN to_TO utopic_VB this_DT week_NN ._.','relevant'
' FYI_NNP Screen_NNP has_VBZ a_DT name_NN property_NN that_WDT corresponds_VBZ to_IN the_DT display_NN name_NN on_IN X11_NNP :_: \n_ http://qt-project.org/doc/qt-5/qscreen.html#name-prop_NN \n_ http://qt-project.org/doc/qt-5/qml-qtquick-window-screen.html#name-prop_NN','irrelevant'
' We_PRP need_VBP this_DT in_IN C++_NNP ._.','relevant'
' We_PRP can_MD make_VB a_DT dependency_NN towards_IN qtgsettings_NNS and_CC read_VB the_DT key_JJ value_NN for_IN the_DT current_JJ monitor_NN whenever_WRB GRID_UNIT_PX_NNP is_VBZ not_RB specified_VBN ._.','relevant'
' Accessing_VBG gsettings_NNS on_IN phone_NN is_VBZ blocked_VBN by_IN app_NN rights_NNS ,_, so_IN we_PRP should_MD skip_VB that_IN for_IN now_RB ._.','relevant'
" Florian_NNP 's_POS DPR_NN patch_NN would_MD be_VB needed_VBN to_TO get_VB the_DT DPI_NNP per_IN screen_NN ,_, however_RB with_IN X11we_NN may_MD get_VB it_PRP done_VBN using_VBG QQuickScreen_NNP code_NN ._.",'relevant'
' A_DT note_NN for_IN myself_PRP to_TO attach_VB the_DT bug_NN to_IN indicator_NN -_HYPH display_NN -_HYPH service_NN to_TO provide_VB a_DT dubs_NNS interface_NN to_TO read_VB the_DT screen_NN info_NN ._.','irrelevant'
' Adding_VBG an_DT apparmor_NN -_HYPH easyprof_NN -_HYPH ubuntu_NN task_NN since_IN policy_NN will_MD need_VB to_TO be_VB updated_VBN to_TO allow_VB confined_VBN apps_NNS to_TO talk_VB to_IN this_DT service_NN ._.','relevant'
' It_PRP is_VBZ advisable_JJ that_IN the_DT person_NN implementing_VBG this_DT DBus_NNP API_NNP talk_NN with_IN the_DT security_NN team_NN to_TO make_VB sure_JJ the_DT chosen_VBN path_NN will_MD work_VB without_IN our_PRP$ confinement_NN strategy_NN ._.','relevant'
' FYI_NNP Screen_NNP has_VBZ a_DT name_NN property_NN that_WDT corresponds_VBZ to_IN the_DT display_NN name_NN on_IN X11_NNP :_: \n_ http://qt-project.org/doc/qt-5/qscreen.html#name-prop_NN \n_ http://qt-project.org/doc/qt-5/qml-qtquick-window-screen.html#name-prop_NN','irrelevant'
' We_PRP need_VBP this_DT in_IN C++_NNP ._.','relevant'
' We_PRP can_MD make_VB a_DT dependency_NN towards_IN qtgsettings_NNS and_CC read_VB the_DT key_JJ value_NN for_IN the_DT current_JJ monitor_NN whenever_WRB GRID_UNIT_PX_NNP is_VBZ not_RB specified_VBN ._.','relevant'
' Accessing_VBG gsettings_NNS on_IN phone_NN is_VBZ blocked_VBN by_IN app_NN rights_NNS ,_, so_IN we_PRP should_MD skip_VB that_IN for_IN now_RB ._.','relevant'
" Florian_NNP 's_POS DPR_NN patch_NN would_MD be_VB needed_VBN to_TO get_VB the_DT DPI_NNP per_IN screen_NN ,_, however_RB with_IN X11we_NN may_MD get_VB it_PRP done_VBN using_VBG QQuickScreen_NNP code_NN ._.",'relevant'
' A_DT note_NN for_IN myself_PRP to_TO attach_VB the_DT bug_NN to_IN indicator_NN -_HYPH display_NN -_HYPH service_NN to_TO provide_VB a_DT dubs_NNS interface_NN to_TO read_VB the_DT screen_NN info_NN ._.','irrelevant'
' Adding_VBG an_DT apparmor_NN -_HYPH easyprof_NN -_HYPH ubuntu_NN task_NN since_IN policy_NN will_MD need_VB to_TO be_VB updated_VBN to_TO allow_VB confined_VBN apps_NNS to_TO talk_VB to_IN this_DT service_NN ._.','relevant'
' It_PRP is_VBZ advisable_JJ that_IN the_DT person_NN implementing_VBG this_DT DBus_NNP API_NNP talk_NN with_IN the_DT security_NN team_NN to_TO make_VB sure_JJ the_DT chosen_VBN path_NN will_MD work_VB without_IN our_PRP$ confinement_NN strategy_NN ._.','relevant'
' Thank_VBP you_PRP for_IN taking_VBG the_DT time_NN to_TO report_VB this_DT bug_NN and_CC helping_VBG to_TO make_VB Ubuntu_NNP better_RBR ._.','irrelevant'
' It_PRP seems_VBZ that_IN your_PRP$ bug_NN report_NN is_VBZ not_RB filed_VBN about_IN a_DT specific_JJ source_NN package_NN though_RB ,_, rather_RB it_PRP is_VBZ just_RB filed_VBN against_IN Ubuntu_NNP in_IN general_NN ._.','irrelevant'
' It_PRP is_VBZ important_JJ that_IN bug_NN reports_NNS be_VB filed_VBN about_IN source_NN packages_NNS so_IN that_IN people_NNS interested_JJ in_IN the_DT package_NN can_MD find_VB the_DT bugs_NNS about_IN it_PRP ._.','irrelevant'
' You_PRP can_MD find_VB some_DT hints_NNS about_IN determining_VBG what_WDT package_NN your_PRP$ bug_NN might_MD be_VB about_IN at_IN https://wiki.ubuntu.com/Bugs/FindRightPackage_NN ._.','irrelevant'
' You_PRP might_MD also_RB ask_VB for_IN help_NN in_IN the_DT #_$ ubuntu_NN -_HYPH bugs_NNS irc_CD channel_NN on_IN Freenode_NNP ._.','irrelevant'
' To_TO change_VB the_DT source_NN package_NN that_IN this_DT bug_NN is_VBZ filed_VBN about_TO visit_NN https://bugs.launchpad.net/ubuntu/+bug/1448567/+editstatus_NNP and_CC add_VB the_DT package_NN name_NN in_IN the_DT text_NN box_NN next_RB to_IN the_DT word_NN Package_NN ._.','irrelevant'
' [_-LRB- This_DT is_VBZ an_DT automated_JJ message_NN ._.','irrelevant'
' I_PRP apologize_VBP if_IN it_PRP reached_VBD you_PRP inappropriately_RB ;_: please_UH just_RB reply_VB to_IN this_DT message_NN indicating_VBG so_RB ._. ]_-RRB-','irrelevant'
" Status_NNP changed_VBD to_IN '_`` Confirmed_VBN '_'' because_IN the_DT bug_NN affects_VBZ multiple_JJ users_NNS ._.",'relevant'
' Installed_VBN on_IN a_DT late_JJ 2014_CD Macbook_NNP pro_JJ ,_, same_JJ chip_NN ,_, same_JJ issue_NN with_IN 15.04_CD ._.','relevant'
' Worked_VBN fine_RB with_IN 14.04_CD','relevant'
' HI_NNP ,_, \n_ just_RB wondering_VBG if_IN there_EX  _ is_VBZ any_DT update_NN on_IN this_DT ?_.','irrelevant'
' Thanks_NNS','irrelevant'
' I_PRP also_RB have_VBP the_DT same_JJ issue_NN with_IN Macbook_NNP Pro_NNP early_JJ 2015_CD :_: \n\xa0__SP $_$ lspci_JJ -vvnn_: |_NN grep_NN -A_SYM 9_CD Network_NNP                                   __SP [_-LRB- 17:15:14_CD ]_-RRB- \n_ 03:00.0_CD Network_NNP controller_NN [_-LRB- 0280_CD ]_-RRB- :_: Broadcom_NNP Corporation_NNP Device_NNP [_-LRB- 14e4:43ba_CD ]_-RRB- (_-LRB- rev_NN 01_CD )_-RRB- \n\xa0__SP Subsystem_NNP :_: Apple_NNP Inc._NNP Device_NN [_-LRB- 106b:0133_CD ]_-RRB- \n\xa0__SP Control_NNP :_: I_NN /_SYM O-_VBP Mem+_NNP BusMaster+_NNP SpecCycle-_NNP MemWINV-_CD VGASnoop-_JJ ParErr-_JJ Stepping-_NN SERR-_VBD FastB2B-_NNP DisINTx+_JJ \n\xa0__SP Status_NNP :_: Cap+_NNP 66MHz-_CD UDF-_NNP FastB2B-_NNP ParErr-_VBD DEVSEL_NNP =_SYM fast_RB >_XX TAbort-_NNP SERR-_NNP \n\xa0__SP Kernel_NNP driver_NN in_IN use_NN :_: brcmfmac_NN','irrelevant'
' This_DT is_VBZ mentioned_VBN in_IN an_DT upstream_JJ bug_NN at_IN https://bugzilla.kernel.org/show_bug.cgi?id=100201_NN','irrelevant'
' https://github.com/ubuntu-core/snapcraft/pull/499_NN','irrelevant'
' Talking_VBG to_IN mvo_NNS ,_, he_PRP mentioned_VBD this_DT should_MD be_VB a_DT bug_NN in_IN apt_JJ or_CC python_NN -_HYPH apt_JJ','relevant'
" This_DT bug_NN was_VBD fixed_VBN in_IN the_DT package_NN snapcraft_NN -_HYPH 2.8.8_NNP +_SYM 16.10_CD \n_ ---------------_SYM \n_ snapcraft_NN (_-LRB- 2.8.8_CD +_SYM 16.10_CD )_-RRB- yakkety_NN ;_, urgency_NN =_SYM medium_NN \n\xa0\xa0__SP *_NFP Create_VB the_DT '_`` partial_JJ '_'' directory_NN for_IN apt_JJ ._.",'relevant'
' (_-LRB- #_$ 499_CD )_-RRB- (_-LRB- LP_NN :_: #_$ 1578007_CD )_-RRB- \n\xa0__SP --_: Sergio_NNP Schvezov_NNP   __SP We_PRP d_MD ,_, 04_CD May_NNP 2016_CD 14:22:58_CD -0300_NNS','irrelevant'
' This_DT is_VBZ somewhat_RB expected_VBN ._.','irrelevant'
' The_DT code_NN to_TO setup_VB partial_JJ was_VBD deprecated_VBN in_IN APT_NNP ,_, we_PRP only_RB set_VBD the_DT Log_NNP in_IN python_NN -_HYPH apt_JJ anymore_RB ._.','relevant'
' I_PRP think_VBP I_PRP need_VBP to_TO provide_VB a_DT binding_NN for_IN GetLock_NNP (_-LRB- )_-RRB- ,_, which_WDT is_VBZ now_RB supposed_VBN to_TO create_VB the_DT partial_JJ directory_NN ._.','relevant'
" To_TO be_VB precise_JJ :_: It_PRP 's_VBZ python_NN -_HYPH apt_JJ 1.1.0~beta2_CD that_WDT introduces_VBZ the_DT issue_NN in_IN commit_NN e85512376356a769d540f09137a00012d8be7f2d_NN ._.",'relevant'
' Hello_UH Sergio_NNP ,_, or_CC anyone_NN else_RB affected_VBN ,_, \n_ Accepted_JJ snapcraft_NN into_IN xenial_NN -_HYPH proposed_VBN ._.','relevant'
' The_DT package_NN will_MD build_VB now_RB and_CC be_VB available_JJ at_IN https://launchpad.net/ubuntu/+source/snapcraft/2.8.8a_NN in_IN a_DT few_JJ hours_NNS ,_, and_CC then_RB in_IN the_DT -proposed_: repository_NN ._.','relevant'
' Please_UH help_VB us_PRP by_IN testing_VBG this_DT new_JJ package_NN ._.','irrelevant'
' See_VB https://wiki.ubuntu.com/Testing/EnableProposed_VBN for_IN documentation_NN how_WRB to_TO enable_VB and_CC use_VB -proposed_VBN ._.','irrelevant'
' Your_PRP$ feedback_NN will_MD aid_VB us_PRP getting_VBG this_DT update_NN out_RP to_IN other_JJ Ubuntu_NNP users_NNS ._.','irrelevant'
' If_IN this_DT package_NN fixes_VBZ the_DT bug_NN for_IN you_PRP ,_, please_UH add_VB a_DT comment_NN to_IN this_DT bug_NN ,_, mentioning_VBG the_DT version_NN of_IN the_DT package_NN you_PRP tested_VBD ,_, and_CC change_VB the_DT tag_NN from_IN verification_NN -_HYPH needed_VBN to_IN verification_NN -_HYPH done_VBN ._.','irrelevant'
' If_IN it_PRP does_VBZ not_RB fix_VB the_DT bug_NN for_IN you_PRP ,_, please_UH add_VB a_DT comment_NN stating_VBG that_IN ,_, and_CC change_VB the_DT tag_NN to_IN verification_NN -_HYPH failed_VBN ._.','irrelevant'
' In_IN either_DT case_NN ,_, details_NNS of_IN your_PRP$ testing_NN will_MD help_VB us_PRP make_VB a_DT better_JJR decision_NN ._.','irrelevant'
' Further_JJ information_NN regarding_VBG the_DT verification_NN process_NN can_MD be_VB found_VBN at_IN https://wiki.ubuntu.com/QATeam/PerformingSRUVerification_NN ._.','irrelevant'
' Thank_VBP you_PRP in_IN advance_NN !_.','irrelevant'
' Tested_VBN in_IN an_DT up_RB -_HYPH to_IN -_HYPH date_NN xenial_JJ system_NN :_: \n_ -_: Enabled_VBD the_DT proposed_VBN archive_NN \n_ -_HYPH updated_VBN snapcraft_NN to_IN 2.8.8a_CD \n_ -_HYPH build_VB the_DT mosquitto_JJ example_NN ._.','relevant'
' Works_NNS alright_VBP ._.','relevant'
" The_DT fix_NN in_IN the_DT code_NN will_MD work_VB in_IN xenial_JJ and_CC yakkety_NN creating_VBG the_DT directory_NN when_WRB it_PRP 's_VBZ not_RB there_RB ,_, and_CC doing_VBG nothing_NN when_WRB it_PRP is_VBZ in_RB there_RB ._.",'relevant'
' Hello_UH Sergio_NNP ,_, or_CC anyone_NN else_RB affected_VBN ,_, \n_ Accepted_JJ snapcraft_NN into_IN xenial_NN -_HYPH proposed_VBN ._.','relevant'
' The_DT package_NN will_MD build_VB now_RB and_CC be_VB available_JJ at_IN https://launchpad.net/ubuntu/+source/snapcraft/2.8.8b_NNS in_IN a_DT few_JJ hours_NNS ,_, and_CC then_RB in_IN the_DT -proposed_: repository_NN ._.','relevant'
' Please_UH help_VB us_PRP by_IN testing_VBG this_DT new_JJ package_NN ._.','irrelevant'
' See_VB https://wiki.ubuntu.com/Testing/EnableProposed_VBN for_IN documentation_NN how_WRB to_TO enable_VB and_CC use_VB -proposed_VBN ._.','irrelevant'
' Your_PRP$ feedback_NN will_MD aid_VB us_PRP getting_VBG this_DT update_NN out_RP to_IN other_JJ Ubuntu_NNP users_NNS ._.','irrelevant'
' If_IN this_DT package_NN fixes_VBZ the_DT bug_NN for_IN you_PRP ,_, please_UH add_VB a_DT comment_NN to_IN this_DT bug_NN ,_, mentioning_VBG the_DT version_NN of_IN the_DT package_NN you_PRP tested_VBD ,_, and_CC change_VB the_DT tag_NN from_IN verification_NN -_HYPH needed_VBN to_IN verification_NN -_HYPH done_VBN ._.','irrelevant'
' If_IN it_PRP does_VBZ not_RB fix_VB the_DT bug_NN for_IN you_PRP ,_, please_UH add_VB a_DT comment_NN stating_VBG that_IN ,_, and_CC change_VB the_DT tag_NN to_IN verification_NN -_HYPH failed_VBN ._.','irrelevant'
